idx,timestamp,acc,prec,recl,f1,lb,timest,qnt
1,1688726262,6.9024509081523e-310,6.90245090815073e-310,6.90245090814915e-310,6.90245090814757e-310,6.90245090813887e-310,6.9024509081262e-310,6.9024509081697e-310
10001,1688726262,0.9989499737493437,0.9989499737493437,1.0,0.9994747110911001,0.999,1.2015221118927002,10000.0
20001,1688726262,0.9989499737493437,0.9989499737493437,1.0,0.9994747110911001,0.9985,1.7003347873687744,20000.0
30001,1688726262,0.9989499737493437,0.9989499737493437,1.0,0.9994747110911001,0.9993,2.2157881259918213,30000.0
40001,1688726262,0.9989499737493437,0.9989499737493437,1.0,0.9994747110911001,0.999,2.570230007171631,40000.0
50001,1688726262,0.9991499787494688,0.9993995646843962,0.9997497309607828,0.9995746171554398,0.9991,3.024895191192627,50000.0
60001,1688726262,0.9993249831245781,0.9993996698184001,0.9999249192882349,0.9996622255582661,0.999,3.5669500827789307,60000.0
70001,1688726262,0.9994999874996875,0.9995996897595637,0.9998998923843131,0.9997497685358957,0.9991,4.117833137512207,70000.0
80001,1688726262,0.9995249881247031,0.9995996997748311,0.9999249192882349,0.9997622830833136,0.999,4.677219390869141,80000.0
90001,1688726262,0.9994999874996875,0.9996246903695549,0.9998748654803914,0.9997497622741606,0.9995,5.141388654708862,90000.0
100001,1688726262,0.9991499787494688,0.9993995646843962,0.9997497309607828,0.9995746171554398,0.9991,5.669715642929077,100000.0
110001,1688726262,0.9901997549938748,0.9996968854984971,0.990489776509748,0.9950720337917682,0.9719,6.228531360626221,110000.0
120001,1688726262,0.9633490837270932,0.9998441679869101,0.9634607202742949,0.9813153199082335,0.9768,6.688227653503418,120000.0
130001,1688726262,0.9908247706192654,0.9996970767910335,0.9911154491077909,0.9953877669000013,0.977,7.315739393234253,130000.0
140001,1688726262,0.9904497612440311,0.9997474428589468,0.9906899917411217,0.9951981094127111,0.977,7.794527053833008,140000.0
150001,1688726262,0.9993749843746094,0.9996996696366003,0.9996746502490177,0.9996871597862675,0.9757,8.256923913955688,150000.0
160001,1688726262,0.9993749843746094,0.9996996696366003,0.9996746502490177,0.9996871597862675,0.9752,8.925964117050171,160000.0
170001,1688726262,0.9993749843746094,0.9996996696366003,0.9996746502490177,0.9996871597862675,0.9745,9.42581820487976,170000.0
180001,1688726262,0.9986749668741719,0.9996494039867775,0.9990239507470531,0.999336579504062,0.9723,9.970962524414062,180000.0
190001,1688726262,0.9826995674891872,0.9996945709995164,0.9829817053332333,0.9912676980541605,0.9761,10.646192789077759,190000.0
200001,1688726262,0.9654741368534213,0.9998445112470198,0.9655880071076407,0.9824177223247821,0.9772,11.077900648117065,200000.0
210001,1688726262,0.9688242206055151,0.9998966888785578,0.9688915584253072,0.9841499841118525,0.9687,11.551059246063232,210000.0
220001,1688726262,0.9703492587314683,0.9998968513886382,0.9704181995645319,0.9849370046738468,0.9646,12.064894914627075,220000.0
230001,1688726262,0.9702742568564214,0.9997164217581851,0.9705183071802187,0.9849010121020483,0.9672,12.60688328742981,230000.0
240001,1688726262,0.9975249381234531,0.9997241725175526,0.9977976324548891,0.9987599734458961,0.9662,13.063851118087769,240000.0
250001,1688726262,0.9980499512487813,0.9995240123255755,0.9985234126686188,0.9990234619525754,0.9664,13.636044025421143,250000.0
260001,1688726262,0.9981499537488437,0.9995240600185367,0.9986235202843057,0.9990735872205114,0.9684,14.072342157363892,260000.0
270001,1688726262,0.9980999524988124,0.9995240361732508,0.9985734664764622,0.9990485252140818,0.9677,14.599214315414429,270000.0
280001,1688726262,0.9980999524988124,0.9995240361732508,0.9985734664764622,0.9990485252140818,0.967,15.138625383377075,280000.0
290001,1688726262,0.9712492812320308,0.9996652331779672,0.9715444102410091,0.9854042391166392,0.9666,15.749020338058472,290000.0
300001,1688726262,0.971174279356984,0.9996652073139325,0.9714693295292439,0.9853656060009901,0.9649,16.28847098350525,300000.0
310001,1688726262,0.9655741393534838,0.9997150406714678,0.9658132492429362,0.9824717728076987,0.8198,16.91698908805847,310000.0
320001,1688726262,0.9296482412060302,0.9997040226019104,0.9298495883074305,0.9635123570446825,0.9599,17.515859603881836,320000.0
330001,1688726262,0.9296482412060302,0.9997040226019104,0.9298495883074305,0.9635123570446825,0.9558,18.0857994556427,330000.0
340001,1688726262,0.929723243081077,0.9997040464916057,0.9299246690191957,0.9635526742301459,0.9597,18.686495542526245,340000.0
350001,1688726262,0.9656491412285307,0.9997150628156974,0.9658883299547013,0.9825106285481532,0.9604,19.36027765274048,350000.0
360001,1688726262,0.963299082477062,0.9997143673236218,0.9635358009860601,0.9812917367589337,0.9581,19.93949031829834,360000.0
370001,1688726262,0.963299082477062,0.9997143673236218,0.9635358009860601,0.9812917367589337,0.9605,20.5443913936615,370000.0
